CD14	CD23	CD3	CD19	Event	Population
144	273	218	201	4413	4
244	183	294	241	4414	5
212	269	253	29	4415	4
112	111	512	202	4416	8
68	87	588	129	4417	8
352	360	356	388	4418	9
406	451	418	611	4419	3
145	355	275	329	4420	5
231	351	264	281	4421	9
128	95	572	261	4422	8
185	241	255	200	4423	4
270	383	371	343	4424	9
43	479	199	405	4425	2
143	305	232	239	4426	5
463	530	472	578	4427	3
45	99	640	271	4428	8
113	120	642	134	4429	8
243	377	278	158	4430	4
102	187	512	220	4431	8
85	220	564	246	4432	8
57	146	258	290	4433	5
208	200	197	224	4434	5
152	188	548	183	4435	8
176	196	547	276	4436	8
110	108	153	194	4437	1
231	291	281	256	4438	9
44	42	349	112	4439	1
139	152	182	242	4440	1
101	266	521	305	4441	8
92	222	538	229	4442	8
113	293	148	352	4443	5
234	210	538	225	4444	8
160	59	546	134	4445	8
678	733	451	431	4446	10
93	215	560	281	4447	8
180	133	534	147	4448	8
275	317	523	319	4449	9
277	321	289	225	4450	9
564	592	530	411	4451	10
121	83	547	265	4452	8
107	117	546	253	4453	8
90	246	555	234	4454	8
55	136	551	212	4455	8
317	277	300	139	4456	4
201	243	193	133	4457	4
135	75	637	266	4458	8
19	50	410	309	4459	8
226	330	309	265	4460	9
104	42	469	54	4461	8
206	194	253	271	4462	5
198	332	291	263	4463	9
88	82	612	314	4464	8
164	65	530	197	4465	8
4	246	63	438	4466	2
488	211	227	230	4467	7
613	0	143	293	4468	7
170	165	553	239	4469	8
148	158	612	256	4470	8
158	0	562	238	4471	8
215	122	286	257	4472	5
37	207	618	250	4473	8
248	352	312	128	4474	4
226	282	253	208	4475	4
170	192	512	285	4476	8
254	300	297	339	4477	9
191	38	153	67	4478	1
312	291	302	295	4479	9
193	333	324	320	4480	9
242	220	321	311	4481	5
132	80	593	263	4482	8
95	62	523	203	4483	8
80	211	182	425	4484	5
282	179	484	241	4485	8
70	0	534	228	4486	8
84	87	469	215	4487	8
263	278	266	306	4488	9
158	171	518	312	4489	8
223	245	283	268	4490	5
254	275	236	229	4491	4
89	140	183	273	4492	1
223	237	20	199	4493	1
24	0	614	265	4494	8
113	170	173	45	4495	1
125	245	538	251	4496	8
98	218	555	220	4497	8
83	576	132	457	4498	2
600	48	332	314	4499	7
119	488	209	550	4500	2
242	297	266	312	4501	9
63	0	468	56	4502	8
43	109	234	281	4503	1
265	330	460	262	4504	9
101	90	545	229	4505	8
77	80	487	249	4506	8
215	334	282	243	4507	9
155	208	108	161	4508	1
228	220	241	237	4509	5
312	264	342	228	4510	9
266	321	298	274	4511	9
113	181	407	98	4512	8
167	196	200	158	4513	1
137	0	177	80	4514	1
177	234	577	304	4515	8
101	162	569	248	4516	8
274	340	346	257	4517	9
575	396	461	564	4518	3
97	603	207	467	4519	2
128	49	576	312	4520	8
123	184	552	241	4521	8
166	261	280	212	4522	4
216	337	306	287	4523	9
273	303	258	110	4524	4
100	213	256	213	4525	5
177	289	263	262	4526	5
333	390	567	307	4527	9
256	290	249	243	4528	4
116	249	47	490	4529	2
185	273	291	278	4530	5
292	347	262	260	4531	9
210	276	281	318	4532	5
157	124	594	269	4533	8
153	296	161	279	4534	5
249	290	310	274	4535	9
79	61	517	253	4536	8
110	145	452	213	4537	8
112	65	613	240	4538	8
119	626	0	448	4539	2
127	142	559	245	4540	8
199	277	269	200	4541	4
54	180	571	234	4542	8
201	303	278	266	4543	5
134	0	573	187	4544	8
81	237	525	237	4545	8
145	335	250	176	4546	4
62	238	587	274	4547	8
98	255	41	273	4548	1
241	278	188	271	4549	5
37	113	516	135	4550	8
104	45	573	165	4551	8
235	281	312	146	4552	4
266	314	244	310	4553	9
160	269	317	248	4554	5
267	236	292	284	4555	9
119	210	13	232	4556	1
167	277	239	174	4557	4
12	186	514	251	4558	8
267	279	301	268	4559	9
157	285	259	312	4560	5
0	171	612	286	4561	8
264	318	279	299	4562	9
172	218	547	261	4563	8
350	317	309	217	4564	9
98	118	616	297	4565	8
101	166	586	316	4566	8
83	31	195	92	4567	1
50	138	492	268	4568	8
83	118	336	221	4569	1
172	246	475	160	4570	8
420	482	430	460	4571	3
131	490	206	520	4572	2
226	232	276	129	4573	4
97	71	587	247	4574	8
109	197	521	198	4575	8
235	293	272	148	4576	4
199	234	281	217	4577	4
250	326	272	167	4578	4
123	152	155	0	4579	1
572	227	245	59	4580	7
225	290	229	301	4581	5
636	288	178	183	4582	7
165	232	304	269	4583	5
229	223	327	255	4584	5
446	515	467	622	4585	3
258	345	318	214	4586	9
104	38	548	308	4587	8
284	337	339	291	4588	9
176	279	294	238	4589	5
191	505	151	494	4590	2
106	150	520	198	4591	8
183	275	281	283	4592	5
47	207	563	117	4593	8
187	132	547	210	4594	8
134	164	102	97	4595	1
128	96	637	197	4596	8
138	106	548	301	4597	8
220	287	219	217	4598	4
136	227	228	230	4599	5
178	187	174	264	4600	5
139	103	566	219	4601	8
119	232	286	203	4602	4
76	183	516	229	4603	8
403	437	318	358	4604	9
71	0	604	249	4605	8
620	652	536	490	4606	10
181	317	270	292	4607	5
81	231	524	48	4608	8
237	296	325	259	4609	9
2	148	90	192	4610	1
670	388	421	371	4611	10
196	209	318	221	4612	4
64	155	576	210	4613	8
6	465	59	558	4614	2
168	188	614	296	4615	8
145	1	560	301	4616	8
108	102	576	256	4617	8
0	143	521	119	4618	8
132	148	360	259	4619	5
224	268	230	275	4620	5
263	284	315	291	4621	9
221	308	203	251	4622	5
193	308	270	230	4623	4
50	345	204	276	4624	5
242	345	303	300	4625	9
609	245	320	251	4626	7
165	225	289	250	4627	5
104	81	548	255	4628	8
23	143	571	228	4629	8
150	120	359	215	4630	5
195	184	512	0	4631	8
19	135	216	183	4632	1
171	276	277	282	4633	5
254	361	305	221	4634	9
283	232	159	118	4635	4
58	145	545	178	4636	8
224	336	290	306	4637	9
160	0	546	274	4638	8
158	672	105	556	4639	2
143	277	230	257	4640	5
207	138	292	160	4641	4
23	214	536	77	4642	8
125	94	535	252	4643	8
607	169	277	188	4644	7
636	123	252	213	4645	7
205	268	281	280	4646	5
133	159	504	208	4647	8
130	158	545	271	4648	8
608	266	299	329	4649	7
222	281	217	290	4650	5
628	0	210	0	4651	7
199	210	254	203	4652	4
124	161	176	197	4653	1
202	222	245	303	4654	5
156	317	268	306	4655	5
123	0	122	200	4656	1
226	309	228	226	4657	4
221	282	192	299	4658	5
643	527	470	442	4659	10
84	177	563	241	4660	8
223	136	219	243	4661	5
204	216	278	342	4662	5
146	147	101	200	4663	1
263	439	309	252	4664	9
159	250	227	224	4665	5
162	259	312	255	4666	5
164	225	602	219	4667	8
143	312	231	243	4668	5
165	329	298	277	4669	5
610	317	274	285	4670	7
303	388	304	380	4671	9
386	293	318	192	4672	9
133	189	558	261	4673	8
176	305	257	275	4674	5
128	13	602	271	4675	8
116	243	400	192	4676	4
328	254	275	150	4677	4
181	78	540	215	4678	8
115	185	544	198	4679	8
62	0	565	248	4680	8
204	246	267	299	4681	5
191	320	287	278	4682	9
88	119	585	307	4683	8
76	110	546	337	4684	8
165	118	614	283	4685	8
255	353	283	219	4686	9
626	0	246	249	4687	7
236	160	309	195	4688	4
100	149	602	266	4689	8
128	71	184	225	4690	1
193	202	613	223	4691	8
663	309	327	333	4692	7
259	260	241	247	4693	5
239	325	318	163	4694	4
225	230	280	55	4695	4
597	211	256	215	4696	7
126	11	539	259	4697	8
248	197	635	328	4698	8
271	349	255	279	4699	9
207	283	282	246	4700	5
230	208	250	256	4701	5
262	335	267	235	4702	9
219	425	245	296	4703	9
68	172	85	491	4704	5
602	262	260	306	4705	7
183	148	219	29	4706	1
590	220	312	178	4707	7
114	320	252	243	4708	5
125	224	208	212	4709	5
182	330	241	293	4710	5
101	255	536	298	4711	8
213	278	242	305	4712	5
529	19	183	222	4713	7
122	188	500	192	4714	8
44	146	612	277	4715	8
112	114	574	194	4716	8
138	35	540	256	4717	8
224	200	497	171	4718	8
120	197	239	159	4719	1
162	134	618	319	4720	8
266	313	286	298	4721	9
143	182	487	257	4722	8
340	388	479	361	4723	3
224	332	271	258	4724	9
132	188	574	272	4725	8
199	276	206	274	4726	5
184	303	267	303	4727	5
226	222	130	173	4728	4
193	375	283	234	4729	9
101	208	576	257	4730	8
211	331	306	263	4731	9
278	260	313	216	4732	4
319	226	170	227	4733	4
284	317	373	356	4734	9
144	222	664	290	4735	8
181	125	604	243	4736	8
193	120	3	206	4737	1
202	304	331	207	4738	4
184	203	398	177	4739	4
573	90	308	219	4740	7
217	300	287	269	4741	9
211	308	226	190	4742	4
173	109	223	179	4743	1
199	218	264	205	4744	4
60	104	428	210	4745	8
91	146	561	187	4746	8
241	234	86	223	4747	5
176	298	292	87	4748	4
201	329	283	311	4749	9
0	135	183	179	4750	1
347	303	264	248	4751	9
520	154	179	206	4752	7
311	424	394	237	4753	9
111	128	227	115	4754	1
138	231	304	215	4755	5
98	147	131	417	4756	5
83	686	191	511	4757	2
233	305	299	271	4758	9
147	0	624	276	4759	8
253	167	256	239	4760	5
126	135	489	257	4761	8
63	23	590	259	4762	8
248	241	191	284	4763	5
186	194	555	280	4764	8
168	284	284	255	4765	5
569	67	265	261	4766	7
144	411	251	199	4767	4
204	249	287	269	4768	5
174	253	274	292	4769	5
232	299	311	281	4770	9
188	319	285	269	4771	5
138	333	262	233	4772	4
91	520	50	524	4773	2
205	170	490	228	4774	8
45	41	104	582	4775	5
197	274	287	247	4776	5
87	0	517	269	4777	8
51	12	519	238	4778	8
79	229	557	232	4779	8
220	301	329	175	4780	4
220	216	341	263	4781	5
0	185	381	96	4782	1
112	236	317	225	4783	5
103	184	194	194	4784	1
192	365	254	249	4785	9
172	218	668	331	4786	8
71	189	608	293	4787	8
213	361	221	263	4788	9
282	336	279	254	4789	9
203	301	283	301	4790	5
286	311	271	248	4791	9
0	84	592	169	4792	8
161	0	616	256	4793	8
214	337	252	309	4794	9
341	346	338	301	4795	9
248	274	280	277	4796	9
179	335	205	146	4797	4
252	304	262	189	4798	4
11	146	546	222	4799	8
166	4	580	252	4800	8
137	125	348	191	4801	1
602	8	189	250	4802	7
208	443	140	365	4803	2
91	613	55	523	4804	2
76	0	506	174	4805	8
76	205	172	40	4806	1
221	198	290	310	4807	5
148	99	586	237	4808	8
59	0	450	207	4809	8
187	322	294	250	4810	9
135	291	247	221	4811	5
551	262	259	302	4812	7
127	178	443	184	4813	8
172	279	304	326	4814	5
136	85	176	340	4815	1
206	221	537	332	4816	8
663	0	324	345	4817	7
638	46	278	183	4818	7
200	289	287	316	4819	5
340	270	285	231	4820	9
121	99	547	242	4821	8
50	557	0	405	4822	2
452	506	479	637	4823	3
217	294	248	282	4824	5
147	122	25	200	4825	1
92	56	590	242	4826	8
58	567	178	506	4827	2
131	181	556	281	4828	8
220	288	305	279	4829	9
377	431	398	584	4830	3
274	319	318	317	4831	9
239	263	226	227	4832	4
621	0	261	234	4833	7
236	167	182	71	4834	1
154	58	564	169	4835	8
107	237	580	304	4836	8
408	433	326	348	4837	9
185	286	273	236	4838	5
566	207	268	281	4839	7
53	0	493	198	4840	8
168	115	580	267	4841	8
122	205	615	297	4842	8
186	316	243	249	4843	5
282	334	396	218	4844	9
118	71	546	175	4845	8
158	181	573	281	4846	8
45	223	334	213	4847	5
109	157	525	243	4848	8
184	315	297	289	4849	5
233	301	293	314	4850	9
86	203	536	190	4851	8
140	248	539	322	4852	8
154	213	271	256	4853	5
135	20	551	229	4854	8
168	112	440	213	4855	8
31	46	560	204	4856	8
82	12	119	158	4857	1
101	225	550	158	4858	8
134	259	219	242	4859	5
84	145	589	232	4860	8
180	182	541	259	4861	8
89	61	452	11	4862	8
127	105	555	220	4863	8
152	250	490	221	4864	8
281	270	289	248	4865	9
95	249	538	215	4866	8
135	122	107	110	4867	1
407	454	549	362	4868	10
102	573	60	520	4869	2
2	257	489	54	4870	8
90	106	565	177	4871	8
171	106	530	325	4872	8
65	138	483	168	4873	8
166	219	141	125	4874	1
29	181	447	208	4875	8
331	151	280	215	4876	4
183	303	311	299	4877	5
347	408	384	419	4878	3
654	26	247	272	4879	7
187	278	313	244	4880	5
62	221	526	269	4881	8
206	322	251	288	4882	5
282	345	304	270	4883	9
78	120	588	141	4884	8
83	206	523	208	4885	8
95	216	317	86	4886	4
227	117	560	243	4887	8
141	188	184	235	4888	1
107	516	190	525	4889	2
54	239	510	219	4890	8
235	308	224	279	4891	5
37	93	557	254	4892	8
36	557	104	513	4893	2
203	313	318	121	4894	4
196	201	298	296	4895	5
65	143	569	237	4896	8
155	163	251	253	4897	5
111	149	529	215	4898	8
268	241	531	183	4899	8
148	148	447	220	4900	8
229	284	310	270	4901	9
110	23	526	179	4902	8
174	62	592	293	4903	8
517	0	253	106	4904	7
181	237	181	235	4905	5
179	95	628	255	4906	8
63	0	506	213	4907	8
134	208	517	253	4908	8
143	545	166	440	4909	2
291	245	294	177	4910	4
63	205	552	282	4911	8
183	239	237	182	4912	4
180	0	1	171	4913	1
10	242	87	256	4914	1
568	114	128	243	4915	7
228	241	262	286	4916	5
258	240	276	235	4917	4
53	192	588	291	4918	8
165	326	280	333	4919	5
615	248	173	258	4920	7
234	369	337	261	4921	9
152	147	537	257	4922	8
167	229	238	162	4923	4
217	178	587	327	4924	8
171	216	198	234	4925	5
584	0	60	250	4926	7
441	248	231	285	4927	7
185	86	498	257	4928	8
251	314	287	299	4929	9
96	147	520	190	4930	8
97	182	565	169	4931	8
149	91	595	313	4932	8
98	71	223	84	4933	1
1	144	577	294	4934	8
120	199	547	270	4935	8
203	269	226	201	4936	4
599	282	142	231	4937	7
364	366	379	362	4938	9
241	280	294	260	4939	9
147	292	268	310	4940	5
149	42	573	260	4941	8
49	503	48	520	4942	2
100	173	548	277	4943	8
23	57	601	280	4944	8
254	251	236	277	4945	5
184	290	274	264	4946	5
131	143	532	244	4947	8
224	259	284	298	4948	5
163	212	547	208	4949	8
0	230	573	298	4950	8
239	303	310	257	4951	9
169	28	591	268	4952	8
363	589	335	376	4953	3
29	47	582	253	4954	8
60	256	558	309	4955	8
124	165	538	252	4956	8
273	295	541	217	4957	8
219	271	219	229	4958	4
140	289	226	242	4959	5
172	375	279	342	4960	9
197	286	265	242	4961	5
89	236	185	312	4962	5
152	181	589	226	4963	8
105	88	583	296	4964	8
126	160	348	164	4965	4
189	276	267	278	4966	5
655	262	316	258	4967	7
113	541	202	536	4968	2
81	92	597	346	4969	8
24	145	517	284	4970	8
222	258	262	175	4971	4
67	239	628	309	4972	8
195	324	277	236	4973	4
267	293	261	223	4974	4
34	293	186	273	4975	5
107	83	194	270	4976	1
107	35	575	181	4977	8
166	243	551	272	4978	8
195	234	230	190	4979	4
121	200	139	635	4980	2
141	151	561	0	4981	8
111	146	646	294	4982	8
234	280	224	273	4983	5
160	0	574	246	4984	8
236	325	242	300	4985	9
162	229	519	120	4986	8
84	254	545	196	4987	8
152	167	585	229	4988	8
243	354	287	284	4989	9
92	83	563	204	4990	8
0	275	245	0	4991	1
107	155	529	268	4992	8
168	106	586	247	4993	8
0	523	236	426	4994	2
141	83	256	209	4995	1
233	209	238	255	4996	5
132	178	545	259	4997	8
152	90	563	249	4998	8
196	214	222	255	4999	5
156	273	294	309	5000	5
90	174	516	212	5001	8
0	11	617	243	5002	8
116	47	168	82	5003	1
238	266	283	247	5004	4
237	19	497	137	5005	8
147	106	634	273	5006	8
230	257	308	281	5007	5
111	154	535	219	5008	8
567	342	288	215	5009	7
126	172	179	248	5010	1
74	140	635	223	5011	8
250	330	305	199	5012	4
86	0	571	270	5013	8
129	289	553	180	5014	8
171	300	295	265	5015	5
368	379	327	538	5016	3
502	308	241	269	5017	7
225	263	228	336	5018	5
144	112	465	247	5019	8
0	193	465	137	5020	8
74	239	559	155	5021	8
176	296	304	315	5022	5
166	201	301	298	5023	5
170	293	312	263	5024	5
175	137	575	221	5025	8
355	365	350	320	5026	9
48	100	427	224	5027	8
128	273	520	282	5028	8
130	157	631	243	5029	8
212	284	209	271	5030	5
343	326	295	304	5031	9
167	216	364	180	5032	4
60	139	558	280	5033	8
663	703	641	560	5034	10
196	232	240	278	5035	5
62	66	572	102	5036	8
147	161	190	219	5037	1
167	307	279	271	5038	5
94	74	89	172	5039	1
236	300	287	304	5040	9
0	571	227	463	5041	2
307	315	318	321	5042	9
260	294	303	157	5043	4
214	201	527	254	5044	8
144	91	518	97	5045	8
0	0	480	25	5046	8
306	389	389	341	5047	9
32	0	539	292	5048	8
70	127	190	238	5049	1
194	209	224	216	5050	5
181	134	180	0	5051	1
116	191	610	251	5052	8
173	310	292	219	5053	4
409	489	444	610	5054	3
437	429	322	308	5055	9
72	160	517	170	5056	8
151	155	208	295	5057	5
59	0	566	213	5058	8
441	479	387	337	5059	10
35	79	560	135	5060	8
11	125	573	305	5061	8
166	245	255	282	5062	5
233	213	303	234	5063	5
237	250	274	202	5064	4
181	117	552	257	5065	8
204	111	15	467	5066	5
176	267	219	189	5067	4
99	194	548	154	5068	8
273	111	208	241	5069	5
152	123	527	134	5070	8
80	89	517	175	5071	8
154	304	260	289	5072	5
151	196	394	221	5073	4
235	309	426	273	5074	9
230	309	333	274	5075	9
167	321	307	171	5076	4
115	122	590	128	5077	8
94	178	579	212	5078	8
81	221	574	284	5079	8
588	267	0	185	5080	7
90	160	516	194	5081	8
202	295	281	272	5082	5
223	304	219	289	5083	5
104	1	528	259	5084	8
196	374	293	315	5085	9
252	276	295	300	5086	9
162	37	576	207	5087	8
216	289	286	220	5088	4
121	213	172	211	5089	1
106	147	565	225	5090	8
113	231	559	325	5091	8
272	346	273	285	5092	9
117	140	581	279	5093	8
236	311	292	277	5094	9
215	303	306	300	5095	9
231	307	252	350	5096	9
97	128	588	259	5097	8
145	0	584	213	5098	8
158	249	79	249	5099	5
103	113	60	148	5100	1
669	153	239	309	5101	7
123	229	568	189	5102	8
95	124	579	248	5103	8
145	157	379	233	5104	5
130	11	565	268	5105	8
219	209	300	304	5106	5
118	0	503	218	5107	8
653	0	310	296	5108	7
590	180	182	277	5109	7
248	252	213	221	5110	4
159	0	547	286	5111	8
95	120	620	299	5112	8
566	588	455	425	5113	10
128	250	148	208	5114	1
286	359	603	336	5115	9
60	104	580	242	5116	8
139	153	564	251	5117	8
31	181	537	294	5118	8
22	0	558	60	5119	8
232	265	276	288	5120	5
72	229	144	282	5121	5
247	324	452	197	5122	9
258	308	330	25	5123	4
180	256	540	234	5124	8
229	320	302	308	5125	9
0	515	0	509	5126	2
220	317	272	209	5127	4
222	402	155	300	5128	9
130	195	631	320	5129	8
236	240	226	137	5130	4
263	306	301	268	5131	9
293	239	327	255	5132	9
397	453	424	346	5133	3
286	219	221	164	5134	4
116	109	584	150	5135	8
71	139	542	282	5136	8
112	222	550	243	5137	8
152	227	559	255	5138	8
80	274	180	533	5139	2
124	232	535	269	5140	8
90	1	173	118	5141	1
82	110	55	82	5142	1
398	318	254	225	5143	9
105	195	129	121	5144	1
107	0	400	250	5145	8
67	163	550	227	5146	8
33	46	503	118	5147	8
192	300	269	264	5148	5
256	339	269	277	5149	9
211	216	300	325	5150	5
226	281	285	303	5151	9
0	121	471	254	5152	8
43	0	582	230	5153	8
113	147	509	157	5154	8
132	449	30	495	5155	2
328	314	578	308	5156	9
185	277	255	137	5157	4
188	244	517	227	5158	8
126	51	541	276	5159	8
186	265	218	258	5160	5
236	355	298	338	5161	9
273	254	313	367	5162	9
308	266	247	225	5163	4
92	217	556	261	5164	8
118	54	109	250	5165	1
143	185	525	210	5166	8
168	189	249	212	5167	5
28	351	110	489	5168	2
267	271	282	334	5169	9
135	9	551	287	5170	8
141	146	542	249	5171	8
121	604	0	475	5172	2
658	118	242	245	5173	7
42	43	525	191	5174	8
134	347	299	119	5175	4
109	386	111	393	5176	2
61	228	616	255	5177	8
225	348	267	271	5178	9
263	245	243	258	5179	5
300	332	277	272	5180	9
142	0	481	156	5181	8
129	260	540	286	5182	8
669	15	206	260	5183	7
17	545	40	521	5184	2
118	233	586	225	5185	8
94	237	543	252	5186	8
143	210	548	255	5187	8
85	229	86	459	5188	2
213	340	264	200	5189	4
83	100	587	243	5190	8
160	167	514	123	5191	8
545	201	230	264	5192	7
3	538	136	409	5193	2
23	110	508	250	5194	8
254	328	296	204	5195	4
170	373	231	241	5196	4
231	311	349	301	5197	9
169	335	191	186	5198	4
221	287	287	264	5199	5
128	167	506	222	5200	8
231	338	311	216	5201	9
49	0	92	430	5202	1
239	287	261	271	5203	5
63	550	74	513	5204	2
227	276	255	221	5205	4
99	196	575	260	5206	8
206	218	575	202	5207	8
277	356	274	308	5208	9
233	285	282	191	5209	4
57	0	488	200	5210	8
304	308	327	305	5211	9
212	206	275	218	5212	4
57	374	101	484	5213	2
260	313	264	245	5214	9
176	216	252	252	5215	5
189	272	224	207	5216	4
190	304	265	260	5217	5
126	125	648	342	5218	8
351	295	296	312	5219	9
207	237	41	467	5220	2
160	10	525	255	5221	8
168	0	11	145	5222	1
57	144	566	228	5223	8
124	194	209	177	5224	1
135	616	19	464	5225	2
201	195	574	280	5226	8
396	566	186	533	5227	3
540	0	204	218	5228	7
113	207	590	238	5229	8
154	154	511	123	5230	8
110	78	473	166	5231	8
351	368	351	276	5232	9
292	326	329	291	5233	9
203	224	280	260	5234	5
157	221	229	244	5235	5
148	106	524	248	5236	8
141	141	547	180	5237	8
134	214	605	236	5238	8
97	110	531	242	5239	8
184	192	531	242	5240	8
171	14	534	146	5241	8
626	410	446	433	5242	10
0	286	184	266	5243	5
0	166	589	26	5244	8
190	211	330	184	5245	4
0	39	578	282	5246	8
298	219	251	342	5247	5
145	155	532	174	5248	8
162	632	117	470	5249	2
197	323	302	317	5250	9
72	24	334	0	5251	1
245	296	308	289	5252	9
85	124	556	187	5253	8
45	694	131	438	5254	2
186	241	465	201	5255	8
187	98	597	282	5256	8
199	238	155	230	5257	5
249	244	235	282	5258	5
184	268	265	234	5259	5
0	153	494	87	5260	8
178	244	304	307	5261	5
108	127	546	209	5262	8
612	198	215	188	5263	7
258	307	279	284	5264	9
134	76	325	209	5265	1
227	211	253	256	5266	5
117	206	213	159	5267	1
143	221	202	245	5268	5
148	159	508	141	5269	8
133	274	303	220	5270	4
139	110	521	234	5271	8
69	275	0	570	5272	2
151	358	217	249	5273	5
146	146	533	160	5274	8
213	225	624	286	5275	8
273	239	335	200	5276	4
589	234	294	177	5277	7
8	169	131	50	5278	1
234	76	313	287	5279	5
138	130	534	224	5280	8
234	230	200	283	5281	5
54	0	135	202	5282	1
258	308	282	333	5283	9
136	143	521	318	5284	8
176	333	315	229	5285	4
170	0	137	187	5286	1
92	219	484	233	5287	8
294	349	358	304	5288	9
267	303	338	304	5289	9
108	0	507	202	5290	8
246	274	276	207	5291	4
109	300	226	308	5292	5
366	454	359	385	5293	3
70	68	502	170	5294	8
38	566	122	408	5295	2
159	178	533	274	5296	8
200	225	247	212	5297	4
194	194	366	293	5298	5
124	45	528	134	5299	8
102	0	532	245	5300	8
199	359	316	279	5301	9
182	349	275	275	5302	9
155	327	300	272	5303	5
40	89	572	269	5304	8
149	258	283	313	5305	5
203	208	240	271	5306	5
78	165	201	282	5307	1
58	701	168	526	5308	2
177	254	559	223	5309	8
110	115	524	19	5310	8
39	202	554	235	5311	8
172	182	577	229	5312	8
456	434	285	293	5313	9
308	422	336	326	5314	9
99	272	305	217	5315	5
628	652	480	457	5316	10
61	232	547	172	5317	8
240	289	243	358	5318	5
0	0	601	300	5319	8
94	290	520	259	5320	8
87	29	528	255	5321	8
106	286	227	245	5322	5
104	0	545	200	5323	8
181	221	240	238	5324	5
74	127	574	154	5325	8
281	337	348	320	5326	9
108	232	139	145	5327	1
133	148	591	254	5328	8
283	396	331	331	5329	9
107	37	553	207	5330	8
244	263	258	294	5331	5
312	380	326	381	5332	9
104	17	638	283	5333	8
55	211	105	264	5334	1
251	270	316	217	5335	4
146	654	82	553	5336	2
291	321	210	225	5337	4
117	243	283	134	5338	4
91	244	498	129	5339	8
151	281	578	283	5340	8
76	115	555	268	5341	8
193	301	258	295	5342	5
237	256	250	305	5343	5
641	137	281	282	5344	7
286	262	209	315	5345	5
115	234	507	218	5346	8
176	304	297	321	5347	5
304	299	332	236	5348	9
143	277	235	305	5349	5
425	186	220	158	5350	7
396	459	413	341	5351	3
104	0	525	270	5352	8
230	317	280	336	5353	9
107	236	575	242	5354	8
0	211	581	279	5355	8
197	270	312	282	5356	5
67	619	7	459	5357	2
266	263	232	73	5358	4
611	136	295	259	5359	7
136	209	573	256	5360	8
35	113	565	138	5361	8
618	287	240	211	5362	7
547	352	265	203	5363	7
157	307	272	267	5364	5
223	270	289	153	5365	4
145	309	235	319	5366	5
57	0	132	91	5367	1
228	259	247	203	5368	4
253	312	261	127	5369	4
0	125	321	64	5370	1
176	119	230	0	5371	1
242	271	323	259	5372	9
91	219	198	197	5373	1
32	150	519	149	5374	8
166	355	289	180	5375	4
4	189	568	236	5376	8
131	179	528	295	5377	8
23	216	394	273	5378	8
47	19	563	136	5379	8
608	120	93	280	5380	7
182	125	190	170	5381	1
85	105	540	258	5382	8
240	146	596	222	5383	8
148	269	251	269	5384	5
183	209	162	205	5385	1
9	112	514	186	5386	8
299	351	313	279	5387	9
214	295	270	296	5388	5
338	218	165	262	5389	5
84	466	214	512	5390	2
612	52	233	256	5391	7
69	146	571	271	5392	8
111	128	470	173	5393	8
118	288	325	326	5394	5
265	302	364	297	5395	9
186	278	239	173	5396	4
128	257	302	294	5397	5
230	318	292	269	5398	9
449	665	663	452	5399	10
194	204	266	164	5400	4
220	353	249	293	5401	9
215	300	219	267	5402	5
559	229	224	322	5403	7
154	142	175	115	5404	1
294	305	300	339	5405	9
39	143	547	272	5406	8
202	232	316	109	5407	4
184	82	522	251	5408	8
78	147	37	150	5409	1
36	174	626	282	5410	8
134	236	214	197	5411	5
277	380	289	245	5412	9
634	0	242	230	5413	7
9	196	588	241	5414	8
43	535	235	417	5415	2
184	139	533	221	5416	8
132	141	249	194	5417	1
108	102	562	191	5418	8
74	12	533	258	5419	8
198	226	144	9	5420	1
58	116	575	156	5421	8
248	334	445	256	5422	9
138	71	100	114	5423	1
77	202	528	248	5424	8
140	285	283	202	5425	4
48	138	104	206	5426	1
244	205	227	252	5427	5
82	0	300	111	5428	1
140	189	602	92	5429	8
90	160	638	241	5430	8
98	298	249	140	5431	4
113	241	583	287	5432	8
167	168	545	215	5433	8
114	217	336	262	5434	5
631	118	202	288	5435	7
605	481	551	390	5436	10
261	315	287	265	5437	9
187	290	266	229	5438	4
677	141	278	225	5439	7
133	278	259	123	5440	4
181	274	257	195	5441	4
235	279	308	336	5442	9
173	272	245	432	5443	5
114	264	530	254	5444	8
87	21	576	225	5445	8
255	302	305	321	5446	9
121	181	112	166	5447	1
0	172	567	255	5448	8
270	312	337	307	5449	9
218	295	267	292	5450	5
320	65	232	220	5451	1
218	286	313	256	5452	9
48	86	498	303	5453	8
233	233	275	272	5454	5
147	132	630	228	5455	8
165	4	465	199	5456	8
344	422	424	366	5457	3
174	266	230	205	5458	4
243	246	234	265	5459	5
0	160	555	253	5460	8
72	188	562	168	5461	8
201	134	559	239	5462	8
103	44	148	145	5463	1
277	304	290	305	5464	9
195	150	438	149	5465	8
134	89	596	277	5466	8
0	34	562	279	5467	8
231	335	227	222	5468	4
95	207	584	295	5469	8
150	207	261	352	5470	5
125	265	673	296	5471	8
148	156	549	308	5472	8
237	336	246	356	5473	9
146	202	538	292	5474	8
233	251	283	207	5475	4
108	117	601	121	5476	8
208	255	303	176	5477	4
148	219	588	260	5478	8
260	255	338	307	5479	9
102	49	108	140	5480	1
113	113	155	256	5481	1
207	270	213	249	5482	5
304	341	288	327	5483	9
287	191	301	331	5484	5
164	212	526	160	5485	8
169	323	211	314	5486	5
0	391	186	531	5487	2
